iata_code,icao_code,airport_name,city,country_code,latitude,longitude,elevation_ft,timezone,airport_type
KAD,DNKA,Kaduna Airport,Kaduna,NG,10.696000099182129,7.320109844207764,2073,Africa/Lagos,medium_airport
KAG,RKNN,Gangneung Airport (K-18),Gangneung,KR,37.753601,128.943915,35,Asia/Seoul,medium_airport
KAI,SYKA,Kaieteur International Airport,Kaieteur Falls,GY,5.177349,-59.48898,1520,N/A,medium_airport
KAJ,EFKI,Kajaani Airport,Kajaani,FI,64.2855,27.6924,483,Europe/Helsinki,medium_airport
KAN,DNKN,Mallam Aminu International Airport,Kano,NG,12.0476,8.52462,1562,Africa/Lagos,medium_airport
KAO,EFKS,Kuusamo Airport,Kuusamo,FI,65.987602,29.239401,866,Europe/Helsinki,medium_airport
KAT,NZKT,Kaitaia Airport,Awanui,NZ,-35.069837,173.287053,270,Pacific/Auckland,medium_airport
KAU,EFKA,Kauhava Airfield,Kauhava,FI,63.127102,23.051399,151,Europe/Helsinki,medium_airport
KAW,VYKT,Kawthoung Airport,Kawthoung,MM,10.049300193786621,98.53800201416016,180,Asia/Yangon,medium_airport
KBK,VEKI,Kushinagar International Airport,Kushinagar,IN,26.776534,83.889214,266,Asia/Kolkata,medium_airport
KBL,OAKB,Kabul International Airport,Kabul,AF,34.565899,69.212303,5877,Asia/Kabul,medium_airport
KBP,UKBB,Boryspil International Airport,Boryspil,UA,50.345001,30.894699,427,Europe/Kyiv,large_airport
KBR,WMKC,Sultan Ismail Petra Airport,Kota Baharu,MY,6.1668500900268555,102.29299926757812,16,Asia/Kuala_Lumpur,medium_airport
KBS,GFBO,Bo Airport,Bo,SL,7.9444,-11.761,328,Africa/Freetown,medium_airport
KBV,VTSG,Krabi Airport,Krabi,TH,8.09912014008,98.9861984253,82,Asia/Bangkok,medium_airport
KCH,WBGG,Kuching International Airport,Kuching,MY,1.487364,110.352859,89,Asia/Kuala_Lumpur,medium_airport
KCM,LTCN,Kahramanmaraş Airport,Kahramanmaraş,TR,37.5388259888,36.9535217285,1723,Europe/Istanbul,medium_airport
KCO,LTBQ,Cengiz Topel Airport,Kartepe,TR,40.735001,30.0833,182,Europe/Istanbul,medium_airport
KCT,VCCK,Koggala Airport,Galle,LK,5.993680000305176,80.32029724121094,10,Asia/Colombo,medium_airport
KCY,,Krasnoyarsk Cheremshanka Airport,Krasnoyarsk,RU,56.177584,92.545881,833,N/A,medium_airport
KCZ,RJOK,Kochi Ryoma Airport,Nankoku,JP,33.546101,133.669006,42,Asia/Tokyo,medium_airport
KDH,OAKN,Ahmad Shah Baba International Airport / Kandahar Airfield,Khvoshab,AF,31.5058,65.847801,3337,Asia/Kabul,medium_airport
KDL,EEKA,Kärdla Airport,Kärdla,EE,58.99079895019531,22.830699920654297,18,Europe/Tallinn,medium_airport
KDM,VRMT,Kaadedhdhoo Airport,Huvadhu Atoll,MV,0.488131,72.996902,2,Indian/Maldives,medium_airport
KDO,VRMK,Kadhdhoo Airport,Kadhdhoo,MV,1.8591699600219727,73.52189636230469,4,Indian/Maldives,medium_airport
KDT,VTBK,Kamphaeng Saen Airport,Nakhon Pathom,TH,14.1020002365,99.9171981812,30,Asia/Bangkok,medium_airport
KDU,OPSD,Skardu Airport,Skardu,PK,35.33549880981445,75.53600311279297,7316,Asia/Karachi,medium_airport
KEF,BIKF,Keflavik International Airport,Reykjavík,IS,63.985001,-22.6056,171,Atlantic/Reykjavik,large_airport
KEJ,UNEE,Kemerovo Airport,Kemerovo,RU,55.27009963989258,86.1072006225586,863,Asia/Novokuznetsk,medium_airport
KEL,EDHK,Kiel-Holtenau Airport,Kiel,DE,54.37957,10.145266,102,Europe/Berlin,medium_airport
KEM,EFKE,Kemi-Tornio Airport,Kemi / Tornio,FI,65.778701782227,24.582099914551,61,Europe/Helsinki,medium_airport
KEN,GFKE,Kenema Airport,Kenema,SL,7.896364,-11.174126,485,Africa/Freetown,medium_airport
KEP,VNNG,Nepalgunj Airport,Nepalgunj,NP,28.1036,81.667,540,Asia/Kathmandu,medium_airport
KER,OIKK,Ayatollah Hashemi Rafsanjani International Airport,Kerman,IR,30.271276,56.949692,5741,Asia/Tehran,medium_airport
KES,CZEE,Kelsey Airport,Kelsey,CA,56.0374984741,-96.50969696039999,600,America/Winnipeg,medium_airport
KET,VYKG,Kengtung Airport,Kengtung,MM,21.301599502563477,99.63600158691406,2798,Asia/Yangon,medium_airport
KEV,EFHA,Halli Airport,Jämsä,FI,61.856039,24.786686,479,Europe/Helsinki,medium_airport
KFS,LTAL,Kastamonu Airport,Kastamonu,TR,41.314201,33.795799,3520,Europe/Istanbul,medium_airport
KFZ,LAKU,Kukës International Airport,Kukës,AL,42.035802,20.415955,1120,Europe/Tirane,medium_airport
KGA,FZUA,Kananga Airport,Kananga,CD,-5.90005,22.4692,2139,Africa/Lubumbashi,medium_airport
KGC,YKSC,Kingscote Airport,,AU,-35.71390151977539,137.52099609375,24,Australia/Adelaide,medium_airport
KGD,UMKK,Khrabrovo Airport,Kaliningrad,RU,54.891616,20.598607,42,Europe/Kaliningrad,medium_airport
KGF,UAKK,Sary-Arka Airport,Karaganda,KZ,49.670799,73.334396,1765,Asia/Almaty,medium_airport
KGG,GOTK,Kédougou Airport,Kédougou,SN,12.57229995727539,-12.22029972076416,584,Africa/Dakar,medium_airport
KGI,YPKG,Kalgoorlie Boulder Airport,Broadwood,AU,-30.791543,121.464586,1203,Australia/Perth,medium_airport
KGJ,FWKA,Karonga Airport,Karonga,MW,-9.953571,33.893264,1765,Africa/Blantyre,medium_airport
KGL,HRYR,Kigali International Airport,Kigali,RW,-1.96863,30.1395,4859,Africa/Kigali,large_airport
KGP,USRK,Kogalym International Airport,Kogalym,RU,62.190399169921875,74.53379821777344,220,Asia/Yekaterinburg,medium_airport
KGS,LGKO,Kos Airport,Kos Island,GR,36.794523,27.09115,412,Europe/Athens,medium_airport
KGT,ZUKD,Kangding Airport,Garzê (Kangding),CN,30.142464,101.73872,14042,N/A,medium_airport
KGY,YKRY,Kingaroy Airport,,AU,-26.581077,151.839927,1492,Australia/Brisbane,medium_airport
KHD,OICK,Khoram Abad Airport,,IR,33.43539810180664,48.282901763916016,3782,Asia/Tehran,medium_airport
KHE,UKOH,Kherson International Airport,Kherson,UA,46.6758,32.506401,148,N/A,medium_airport
KHG,ZWSH,Kashgar Laining International Airport,Kashgar,CN,39.5429,76.019997,4529,Asia/Shanghai,medium_airport
KHH,RCKH,Kaohsiung International Airport,Kaohsiung (Xiaogang),TW,22.577101,120.349998,31,Asia/Taipei,large_airport
KHI,OPKC,Jinnah International Airport,Karachi,PK,24.9065,67.160797,100,Asia/Karachi,large_airport
KHJ,EFKJ,Kauhajoki Airfield,Kauhajoki,FI,62.463212,22.390817,407,Europe/Helsinki,medium_airport
KHK,OIBQ,Khark Airport,Khark,IR,29.260503,50.322193,17,Asia/Tehran,medium_airport
KHN,ZSCN,Nanchang Changbei International Airport,Nanchang,CN,28.864815,115.90271,143,Asia/Shanghai,large_airport
KHS,OOKB,Khasab Airport,Khasab,OM,26.171,56.240601,100,Asia/Muscat,medium_airport
KHT,OAKS,Khost International Airport,Khost,AF,33.284605,69.80734,4204,Asia/Kabul,medium_airport
KHV,UHHH,Khabarovsk Novy Airport,Khabarovsk,RU,48.528338,135.188588,244,Asia/Vladivostok,medium_airport
KID,ESMK,Kristianstad Airport,Kristianstad,SE,55.9217,14.0855,76,Europe/Stockholm,medium_airport
KIH,OIBK,Kish International Airport,Kish Island,IR,26.5261993408,53.980201721200004,101,Asia/Tehran,medium_airport
KIJ,RJSN,Niigata Airport,Niigata,JP,37.9558982849,139.121002197,29,Asia/Tokyo,medium_airport
KIK,ORKK,Kirkuk Air Base,Kirkuk,IQ,35.469501,44.3489,1061,Asia/Baghdad,medium_airport
KIM,FAKM,Kimberley Airport,Kimberley,ZA,-28.802799224900003,24.7651996613,3950,Africa/Johannesburg,medium_airport
KIN,MKJP,Norman Manley International Airport,Kingston,JM,17.935699462890625,-76.7874984741211,10,America/Jamaica,large_airport
KIR,EIKY,Kerry Airport,Farranfore,IE,52.180901,-9.52378,112,Europe/Dublin,medium_airport
KIS,HKKI,Kisumu Airport,Kisumu,KE,-0.0861390009522438,34.72890090942383,3734,Africa/Nairobi,medium_airport
KIW,FLSO,Southdowns Airport,Kitwe,ZM,-12.9005,28.1499,4145,Africa/Lusaka,medium_airport
KIX,RJBB,Kansai International Airport,Osaka,JP,34.427299,135.244003,26,Asia/Tokyo,large_airport
KJA,UNKL,Krasnoyarsk International Airport,Krasnoyarsk,RU,56.173077,92.492437,942,Asia/Krasnoyarsk,large_airport
KJB,VOKU,Kurnool Airport,Orvakal,IN,15.716288,78.16923,920,Asia/Kolkata,medium_airport
KJH,ZUKJ,Kaili Huangping Airport,Kaili  (Huangping),CN,26.972,107.988,3115,Asia/Shanghai,medium_airport
KJI,ZWKN,Burqin Kanas Airport,Burqin,CN,48.2223,86.9959,3921,N/A,medium_airport
KJK,EBKT,Flanders International Airport Kortrijk-Wevelgem,Wevelgem,BE,50.818878,3.209551,55,Europe/Brussels,medium_airport
KJT,WICA,Kertajati International Airport,Kertajati,ID,-6.647384,108.165561,134,Asia/Jakarta,medium_airport
KKC,VTUK,Khon Kaen Airport,Khon Kaen,TH,16.466600418099997,102.783996582,670,Asia/Bangkok,medium_airport
KKE,NZKK,Kerikeri Airport,Kerikeri,NZ,-35.259148,173.913317,492,Pacific/Auckland,medium_airport
KKJ,RJFR,Kitakyushu Airport,Kitakyushu,JP,33.845901,131.035004,21,Asia/Tokyo,medium_airport
KKM,VTBL,Khok Kathiam Airport,Lop Buri,TH,14.87462,100.663397,123,Asia/Bangkok,medium_airport
KKN,ENKR,"Kirkenes Airport, Høybuktmoen",Kirkenes,NO,69.7258,29.8913,283,Europe/Oslo,medium_airport
KKR,NTGK,Kaukura Airport,Raitahiti,PF,-15.6633,-146.884995,11,Pacific/Tahiti,medium_airport
KKS,OIFK,Kashan Airport,Kashan,IR,33.895302,51.577,3465,Asia/Tehran,medium_airport
KKW,FZCA,Kikwit Airport,Kikwit,CD,-5.03577,18.785601,1572,Africa/Kinshasa,medium_airport
KKX,RJKI,Kikai Airport,Kikai,JP,28.321300506599997,129.927993774,21,Asia/Tokyo,medium_airport
KLC,GOOK,Kaolack Airport,Kaolack,SN,14.146900177001953,-16.051300048828125,26,Africa/Dakar,medium_airport
KLD,UUEM,Migalovo Air Base,Tver,RU,56.82469940185547,35.7577018737793,469,Europe/Moscow,medium_airport
KLF,UUBC,Grabtsevo Airport,Kaluga,RU,54.5499992371,36.3666687012,656,Europe/Moscow,medium_airport
KLH,VAKP,Kolhapur Airport,Kolhapur,IN,16.6647,74.289398,1996,Asia/Kolkata,medium_airport
KLO,RPVK,Kalibo International Airport,Kalibo,PH,11.679400444,122.375999451,14,Asia/Manila,medium_airport
KLR,ESMQ,Kalmar Airport,Kalmar,SE,56.685501,16.2876,17,Europe/Stockholm,medium_airport
KLS,KKLS,Southwest Washington Regional Airport,Kelso,US,46.11800003049999,-122.898002625,20,America/Los_Angeles,medium_airport
KLU,LOWK,Klagenfurt Airport,Klagenfurt am Wörthersee,AT,46.642502,14.3377,1472,Europe/Vienna,medium_airport
KLV,LKKV,Karlovy Vary Airport,Karlovy Vary,CZ,50.202999,12.915,1989,Europe/Prague,medium_airport
KLW,PAKW,Klawock Airport,Klawock,US,55.579201,-133.076004,80,America/Anchorage,medium_airport
KLX,LGKL,Kalamata Airport,Kalamata,GR,37.06829833984375,22.02549934387207,26,Europe/Athens,medium_airport
KLZ,FAKZ,Kleinsee Airport,Kleinsee,ZA,-29.6884002686,17.093999862700002,270,Africa/Johannesburg,medium_airport
KMA,AYKM,Kerema Airport,Kerema,PG,-7.96361017227,145.770996094,10,Pacific/Port_Moresby,medium_airport
KMC,OEKK,King Khaled Military City Airport,King Khaled Military City,SA,27.9009,45.528198,1352,N/A,medium_airport
KME,HRZA,Kamembe Airport,Kamembe,RW,-2.462239980697632,28.907899856567383,5192,Africa/Kigali,medium_airport
KMG,ZPPP,Kunming Changshui International Airport,Kunming,CN,25.110313,102.936743,6903,Asia/Shanghai,large_airport
KMH,FAKU,Johan Pienaar Airport,Kuruman,ZA,-27.45669937133789,23.411399841308594,4382,Africa/Johannesburg,medium_airport
KMI,RJFM,Miyazaki Airport,Miyazaki,JP,31.877199173,131.449005127,20,Asia/Tokyo,medium_airport
KMJ,RJFT,Kumamoto Airport,Kumamoto,JP,32.83729934692383,130.85499572753906,642,Asia/Tokyo,medium_airport
KMP,FYKT,Keetmanshoop Airport,Keetmanshoop,NA,-26.539801,18.111401,3506,Africa/Windhoek,medium_airport
KMQ,RJNK,Komatsu Airport / JASDF Komatsu Air Base,Kanazawa,JP,36.3946,136.406998,36,Asia/Tokyo,medium_airport
KMS,DGSI,Kumasi Airport,Kumasi,GH,6.714560031890869,-1.5908199548721313,942,Africa/Accra,medium_airport
KMU,HCMK,Kismayo Airport,Kismayo,SO,-0.377353,42.459202,49,Africa/Mogadishu,medium_airport
KMW,UUBA,Kostroma Sokerkino Airport,Kostroma,RU,57.796902,41.019402,446,Europe/Moscow,medium_airport
KMX,OEKM,King Khalid Air Base,Khamis Mushait,SA,18.2973,42.803501,6778,Asia/Riyadh,medium_airport
KNA,SCVM,Viña del Mar Airport,Viña del Mar,CL,-32.9496,-71.4786,461,America/Santiago,medium_airport
KND,FZOA,Kindu Airport,Kindu,CD,-2.91917991638,25.915399551399997,1630,Africa/Lubumbashi,medium_airport
KNF,EGYM,RAF Marham,"King's Lynn, Norfolk",GB,52.648395,0.550692,75,Europe/London,medium_airport
KNG,WASK,Utarom Airport,Kaimana,ID,-3.6446,133.695116,19,Asia/Jayapura,medium_airport
KNH,RCBS,Kinmen Airport,Shang-I,TW,24.4279,118.359001,93,Asia/Taipei,medium_airport
KNO,WIMM,Kualanamu International Airport,Beringin,ID,3.637847,98.870566,23,Asia/Jakarta,large_airport
KNQ,NWWD,Koné Airport,Koné,NC,-21.053551,164.838768,23,Pacific/Noumea,medium_airport
KNR,OIBJ,Jam Airport,Jam,IR,27.820499,52.3522,2173,Asia/Tehran,medium_airport
KNS,YKII,King Island Airport,,AU,-39.877498626708984,143.8780059814453,132,Australia/Melbourne,medium_airport
KNU,,Kanpur Airport,Kanpur,IN,26.404301,80.410103,410,Asia/Kolkata,medium_airport
KNX,YPKU,East Kimberley Regional (Kununurra) Airport,Kununurra,AU,-15.7781,128.707993,145,Australia/Perth,medium_airport
KOA,PHKO,Ellison Onizuka Kona International Airport at Keahole,Kailua-Kona,US,19.738783,-156.045603,47,Pacific/Honolulu,medium_airport
KOI,EGPA,Kirkwall Airport,Orkney Islands,GB,58.957801818847656,-2.9049999713897705,50,Europe/London,medium_airport
KOJ,RJFK,Kagoshima Airport,Kagoshima,JP,31.8034,130.718994,906,Asia/Tokyo,large_airport
KOK,EFKK,Kokkola-Pietarsaari Airport,Kokkola / Kruunupyy,FI,63.721199,23.143101,84,Europe/Helsinki,medium_airport
KOP,VTUW,Nakhon Phanom Airport,Nakhon Phanom,TH,17.383801,104.642998,587,Asia/Bangkok,medium_airport
KOU,FOGK,Koulamoutou Mabimbi Airport,Koulamoutou,GA,-1.18461,12.4413,1070,Africa/Libreville,medium_airport
KOV,UACK,Kokshetau Airport,Kokshetau,KZ,53.329102,69.594597,900,Asia/Almaty,medium_airport
KPC,PAPC,Port Clarence Coast Guard Station,Port Clarence,US,65.2537002563,-166.85899353,10,America/Nome,medium_airport
KPO,RKTH,Pohang Airport (G-815/K-3),Pohang,KR,35.987955,129.420383,70,Asia/Seoul,medium_airport
KPS,YKMP,Kempsey Airport,,AU,-31.07232,152.765313,54,Australia/Sydney,medium_airport
KPW,UHMK,Keperveem Airport,Keperveem,RU,67.845001,166.139999,623,Asia/Anadyr,medium_airport
KQH,VIKG,Kishangarh Airport Ajmer,Ajmer (Kishangarh),IN,26.591007,74.812956,,Asia/Kolkata,medium_airport
KQT,UTDT,Qurghonteppa International Airport,Kurgan-Tyube,TJ,37.86640167236328,68.86470031738281,1473,Asia/Dushanbe,medium_airport
KRA,YKER,Kerang Airport,,AU,-35.751399993896484,143.93899536132812,254,Australia/Melbourne,medium_airport
KRF,ESNK,Kramfors-Sollefteå Höga Kusten Airport,Nyland,SE,63.048599,17.7689,34,Europe/Stockholm,medium_airport
KRK,EPKK,Kraków John Paul II International Airport,Balice,PL,50.077702,19.7848,791,Europe/Warsaw,large_airport
KRL,ZWKL,Korla Licheng Airport,Korla,CN,41.614979,86.140817,3041,Asia/Shanghai,medium_airport
KRN,ESNQ,Kiruna Airport,Kiruna,SE,67.821998596191,20.336799621582,1508,Europe/Stockholm,medium_airport
KRO,USUU,Kurgan Airport,Kurgan,RU,55.4753,65.415604,240,Asia/Yekaterinburg,medium_airport
KRP,EKKA,Midtjyllands Airport / Air Base Karup,Karup,DK,56.297139,9.104311,170,Europe/Copenhagen,medium_airport
KRR,URKK,Krasnodar Pashkovsky International Airport,Krasnodar,RU,45.034698,39.170502,118,Europe/Moscow,medium_airport
KRS,ENCN,"Kristiansand Airport, Kjevik",Kjevik,NO,58.204201,8.08537,57,Europe/Oslo,medium_airport
KRT,HSSK,Khartoum International Airport,Khartoum,SD,15.5895,32.5532,1265,Africa/Khartoum,large_airport
KRW,UTAK,Turkmenbashi International Airport,Turkmenbashi,TM,40.063301,53.007198,279,Asia/Ashgabat,medium_airport
KSA,PTSA,Kosrae International Airport,Okat,FM,5.35698,162.957993,11,Pacific/Kosrae,medium_airport
KSC,LZKZ,Košice International Airport,Košice,SK,48.663101,21.2411,755,Europe/Bratislava,medium_airport
KSD,ESOK,Karlstad Airport,Karlstad,SE,59.444698,13.3374,352,Europe/Stockholm,medium_airport
KSF,EDVK,Kassel Airport,Calden,DE,51.420699,9.392152,820,Europe/Berlin,medium_airport
KSH,OICC,Shahid Ashrafi Esfahani Airport,Kermanshah,IR,34.3459014893,47.1581001282,4307,Asia/Tehran,medium_airport
KSK,ESKK,Karlskoga Airport,Karlskoga,SE,59.345901,14.4959,407,Europe/Stockholm,medium_airport
KSL,HSKA,Kassala Airport,Kassala,SD,15.387499809265137,36.328800201416016,1671,Africa/Khartoum,medium_airport
KSN,UAUU,Kostanay West Airport,Kostanay,KZ,53.20690155029297,63.55030059814453,595,Asia/Qyzylorda,medium_airport
KSU,ENKB,"Kristiansund Airport, Kvernberget",Kvernberget,NO,63.111801,7.82452,204,Europe/Oslo,medium_airport
KSY,LTCF,Kars Airport,Kars,TR,40.562198638916016,43.1150016784668,5889,Europe/Istanbul,medium_airport
KSZ,ULKK,Kotlas Airport,Kotlas,RU,61.235801696777344,46.6974983215332,184,Europe/Moscow,medium_airport
KTA,YPKA,Karratha Airport,Karratha,AU,-20.712200164799995,116.773002625,29,Australia/Perth,medium_airport
KTD,RORK,Kitadaito Airport,Kitadaitōjima,JP,25.9447002411,131.32699585,80,Asia/Tokyo,medium_airport
KTE,WMKE,Kerteh Airport,Kerteh,MY,4.53722,103.427002,18,Asia/Kuala_Lumpur,medium_airport
KTG,WIOK,Rahadi Osman Airport,Ketapang,ID,-1.817165,109.963469,46,Asia/Pontianak,medium_airport
KTI,VDTI,Techo International Airport,Phnom Penh (Boeng Khyang),KH,11.359987,104.921272,20,Asia/Phnom_Penh,large_airport
KTL,HKKT,Kitale Airport,Kitale,KE,0.971989,34.958599,6070,Africa/Nairobi,medium_airport
KTM,VNKT,Tribhuvan International Airport,Kathmandu,NP,27.6966,85.3591,4390,Asia/Kathmandu,large_airport
KTN,PAKT,Ketchikan International Airport,Ketchikan,US,55.35559845,-131.7140045,89,America/Anchorage,medium_airport
KTP,MKTP,Tinson Pen Airport,Tinson Pen,JM,17.98859977722168,-76.82379913330078,16,America/Jamaica,medium_airport
KTQ,EFIT,Kitee Airport,Kitee,FI,62.1661,30.073601,364,Europe/Helsinki,medium_airport
KTR,YPTN,Tindal Airport,,AU,-14.521100044250488,132.3780059814453,443,Australia/Darwin,medium_airport
KTT,EFKT,Kittilä Airport,Kittilä,FI,67.700996398926,24.846799850464,644,Europe/Helsinki,medium_airport
KTU,VIKO,Kota Airport,Kota,IN,25.160200119,75.84559631350001,896,Asia/Kolkata,medium_airport
KTW,EPKT,Katowice Wojciech Korfanty International Airport,Katowice,PL,50.476015,19.080705,995,Europe/Warsaw,medium_airport
KUA,WMKD,Kuantan Airport,Kuantan,MY,3.7753899097442627,103.20899963378906,58,Asia/Kuala_Lumpur,medium_airport
KUF,UWWW,Kurumoch International Airport,Samara,RU,53.504902,50.164299,477,Europe/Samara,large_airport
KUH,RJCK,Kushiro Airport,Kushiro,JP,43.041,144.192993,327,Asia/Tokyo,medium_airport
KUL,WMKK,Kuala Lumpur International Airport,Sepang,MY,2.74558,101.709999,69,Asia/Kuala_Lumpur,large_airport
KUM,RJFC,Yakushima Airport,Yakushima,JP,30.385599,130.658997,124,Asia/Tokyo,medium_airport
KUN,EYKA,Kaunas International Airport,Kaunas,LT,54.96390151977539,24.084800720214844,256,Europe/Vilnius,medium_airport
KUO,EFKU,Kuopio Airport,Kuopio / Siilinjärvi,FI,63.007099,27.7978,323,Europe/Helsinki,medium_airport
KUS,BGKK,Kulusuk Airport,Kulusuk,GL,65.573601,-37.1236,117,America/Nuuk,medium_airport
KUT,UGKO,David the Builder Kutaisi International Airport,Kopitnari,GE,42.176768,42.482393,223,Asia/Tbilisi,medium_airport
KUU,VIBR,Kullu Manali Airport,Bhuntar,IN,31.876699,77.154404,3573,Asia/Kolkata,medium_airport
KUV,RKJK,Gunsan Airport / Gunsan Air Base,Gunsan,KR,35.903801,126.615997,29,Asia/Seoul,medium_airport
KVA,LGKV,Kavala Alexander the Great International Airport,Kavala,GR,40.9133,24.6192,18,Europe/Athens,medium_airport
KVB,ESGR,Skövde Airport,Skövde,SE,58.456402,13.9727,324,Europe/Stockholm,medium_airport
KVG,AYKV,Kavieng Airport,Kavieng,PG,-2.57940006256,150.807998657,7,Pacific/Port_Moresby,medium_airport
KVO,LYKV,Morava Airport,Kraljevo,RS,43.817519,20.586662,686,N/A,medium_airport
KVX,USKK,Pobedilovo Airport,Kirov,RU,58.503883,49.347831,479,Europe/Moscow,medium_airport
KWA,PKWA,Bucholz Army Air Field,Kwajalein,MH,8.720120429992676,167.73199462890625,9,Pacific/Kwajalein,medium_airport
KWE,ZUGY,Guiyang Longdongbao International Airport,Guiyang (Nanming),CN,26.541466,106.803331,3736,Asia/Shanghai,large_airport
KWG,UKDR,Kryvyi Rih International Airport,Kryvyi Rih,UA,48.04330062866211,33.209999084472656,408,Europe/Zaporozhye,medium_airport
KWI,OKKK,Kuwait International Airport,Kuwait City,KW,29.226601,47.968899,206,Asia/Kuwait,large_airport
KWJ,RKJJ,Gwangju Airport,Gwangju,KR,35.123173,126.805444,39,Asia/Seoul,medium_airport
KWL,ZGKL,Guilin Liangjiang International Airport,Guilin (Lingui),CN,25.219828,110.039553,570,Asia/Shanghai,large_airport
KWM,YKOW,Kowanyama Airport,Kowanyama,AU,-15.485369,141.752572,35,Australia/Brisbane,medium_airport
KWY,,Kiwayu Airport,Kiwayu,KE,-1.96056,41.297501,21,N/A,medium_airport
KWZ,FZQM,Kolwezi Airport,Kolwezi,CD,-10.7659,25.505699,5007,Africa/Lubumbashi,medium_airport
KXB,WAWP,Sangia Nibandera Airport,Kolaka,ID,-4.338158,121.524047,40,Asia/Makassar,medium_airport
KXE,FAKD,P C Pelser Airport,Klerksdorp,ZA,-26.871099,26.718,4444,Africa/Johannesburg,medium_airport
KXK,UHKK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,RU,50.409000396728516,136.9340057373047,92,Asia/Vladivostok,medium_airport
KYA,LTAN,Konya Airport,Konya,TR,37.979,32.561901,3392,Europe/Istanbul,medium_airport
KYD,RCLY,Lanyu Airport,Orchid Island,TW,22.027000427246094,121.53500366210938,44,Asia/Taipei,medium_airport
KYE,OLKA,Rene Mouawad Air Base / Kleyate Airport,Tripoli,LB,34.589298,36.011299,75,Asia/Beirut,medium_airport
KYP,VYKP,Kyaukpyu Airport,Kyaukpyu,MM,19.42639923095703,93.53479766845703,20,Asia/Yangon,medium_airport
KYS,GAKD,Kayes Dag Dag Airport,,ML,14.482473,-11.39971,164,Africa/Bamako,medium_airport
KYZ,UNKY,Kyzyl Airport,Kyzyl,RU,51.669399,94.400597,2123,Asia/Krasnoyarsk,medium_airport
KZI,LGKZ,Kozani National Airport Filippos,Kozani,GR,40.286098,21.840799,2059,Europe/Athens,medium_airport
KZN,UWKD,Kazan International Airport,Kazan,RU,55.606201,49.278702,411,Europe/Moscow,large_airport
LAA,KLAA,Southeast Colorado Regional Airport,Lamar,US,38.066407,-102.691373,3706,America/Denver,medium_airport
LAD,FNLU,Quatro de Fevereiro International Airport,Luanda,AO,-8.85837,13.2312,243,Africa/Luanda,large_airport
LAE,AYNZ,Nadzab Airport,Lae,PG,-6.569803,146.725977,239,Pacific/Port_Moresby,medium_airport
LAF,KLAF,Purdue University Airport,West Lafayette,US,40.412875,-86.939363,606,America/New_York,medium_airport
LAI,LFRO,Lannion Airport,Lannion,FR,48.754398,-3.47166,290,Europe/Paris,medium_airport
LAJ,SBLJ,Lages Airport,Lages,BR,-27.782101,-50.281502,3065,America/Sao_Paulo,medium_airport
LAL,KLAL,Lakeland Linder International Airport,Lakeland,US,27.987656,-82.018776,142,America/New_York,medium_airport
LAN,KLAN,Capital City Airport,Lansing,US,42.77870178222656,-84.58740234375,861,America/Detroit,medium_airport
LAO,RPLI,Laoag International Airport,Laoag City,PH,18.176121,120.531034,25,Asia/Manila,medium_airport
LAP,MMLP,Manuel Márquez de León International Airport,La Paz,MX,24.072701,-110.362,69,America/Mazatlan,medium_airport
LAQ,HLLQ,Al Abraq International Airport,Al Albraq,LY,32.7887,21.9643,2157,Africa/Tripoli,medium_airport
LAR,KLAR,Laramie Regional Airport,Laramie,US,41.31209945678711,-105.67500305175781,7284,America/Denver,medium_airport
LAS,KLAS,Harry Reid International Airport,Las Vegas,US,36.083361,-115.151817,2181,America/Los_Angeles,large_airport
LAU,HKLU,Manda Airport,Lamu,KE,-2.252431,40.912892,20,Africa/Nairobi,medium_airport
LAW,KLAW,Lawton Fort Sill Regional Airport,Lawton,US,34.567699,-98.416603,1110,America/Chicago,medium_airport
LAX,KLAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997,125,America/Los_Angeles,large_airport
LAY,FALY,Ladysmith Airport,Ladysmith,ZA,-28.5816993713,29.749700546299998,3548,Africa/Johannesburg,medium_airport
LAZ,SBLP,Bom Jesus da Lapa Airport,Bom Jesus da Lapa,BR,-13.2621,-43.4081,1454,America/Bahia,medium_airport
LBA,EGNM,Leeds Bradford Airport,"Leeds, West Yorkshire",GB,53.865898,-1.66057,681,Europe/London,medium_airport
LBB,KLBB,Lubbock Preston Smith International Airport,Lubbock,US,33.663601,-101.822998,3282,America/Chicago,medium_airport
LBC,EDHL,Lübeck Blankensee Airport,Lübeck,DE,53.805401,10.7192,53,Europe/Berlin,medium_airport
LBD,UTDL,Khujand Airport,Khujand,TJ,40.215401,69.694702,1450,Asia/Dushanbe,medium_airport
LBE,KLBE,Arnold Palmer Regional Airport,Latrobe,US,40.275902,-79.4048,1199,America/New_York,medium_airport
LBF,KLBF,North Platte Regional Airport Lee Bird Field,North Platte,US,41.12620163,-100.6839981,2777,America/Chicago,medium_airport
LBG,LFPB,Paris-Le Bourget Airport,Paris,FR,48.969398,2.44139,218,Europe/Paris,medium_airport
LBI,LFCI,Albi Le Sequestre airport,Albi,FR,43.913898,2.11306,564,Europe/Paris,medium_airport
LBL,KLBL,Liberal Mid-America Regional Airport,Liberal,US,37.0442009,-100.9599991,2885,America/Chicago,medium_airport
