iata_code,icao_code,airport_name,city,country_code,latitude,longitude,elevation_ft,timezone,airport_type
LBQ,FOGR,Lambarene Airport,Lambarene,GA,-0.704389,10.2457,82,Africa/Libreville,medium_airport
LBS,NFNL,Labasa Airport,Labasa,FJ,-16.4667,179.339996,44,Pacific/Fiji,medium_airport
LBT,KLBT,Lumberton Regional Airport,Lumberton,US,34.610773,-79.05943,126,America/New_York,medium_airport
LBU,WBKL,Labuan Airport,Labuan,MY,5.301667,115.248333,101,Asia/Kuching,medium_airport
LBV,FOOL,Libreville Leon M'ba International Airport,Libreville,GA,0.458600014448,9.412280082699999,39,Africa/Libreville,medium_airport
LBX,RPLU,Lubang Airport,Lubang,PH,13.8554,120.105003,43,Asia/Manila,medium_airport
LBY,LFRE,La Baule-Escoublac Airport,La Baule-Escoublac,FR,47.289398,-2.34639,105,Europe/Paris,medium_airport
LCA,LCLK,Larnaca International Airport,Larnaca,CY,34.875099,33.624901,8,Asia/Nicosia,large_airport
LCC,LIBN,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,Galatina (LE),IT,40.239201,18.133301,156,Europe/Rome,medium_airport
LCE,MHLC,Goloson International Airport,La Ceiba,HN,15.7425,-86.852997,39,America/Tegucigalpa,medium_airport
LCG,LECO,A Coruña Airport,Culleredo,ES,43.302101,-8.37726,326,Europe/Madrid,medium_airport
LCH,KLCH,Lake Charles Regional Airport,Lake Charles,US,30.126100540161133,-93.22329711914062,15,America/Chicago,medium_airport
LCJ,EPLL,Łódź Władysław Reymont Airport,Łódź,PL,51.721901,19.3981,604,Europe/Warsaw,medium_airport
LCK,KLCK,Rickenbacker International Airport,Columbus,US,39.813801,-82.927803,744,America/New_York,medium_airport
LCL,MULM,La Coloma Airport,Pinar del Rio,CU,22.3361,-83.641899,131,America/Havana,medium_airport
LCX,ZSLO,Liancheng Guanzhishan Airport,Longyan (Liancheng),CN,25.67592,116.745907,1225,Asia/Shanghai,medium_airport
LCY,EGLC,London City Airport,London,GB,51.505299,0.055278,19,Europe/London,medium_airport
LDB,SBLO,Governor José Richa Airport,Londrina,BR,-23.334375,-51.128365,1867,America/Sao_Paulo,medium_airport
LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport,Tarbes/Lourdes/Pyrénées,FR,43.178699,-0.006439,1260,Europe/Paris,medium_airport
LDS,ZYLD,Yichun Lindu Airport,Yichun,CN,47.752056,129.019125,791,Asia/Shanghai,medium_airport
LDU,WBKD,Lahad Datu Airport,Lahad Datu,MY,5.03241,118.32376,45,Asia/Kuala_Lumpur,medium_airport
LDV,LFRJ,Landivisiau Air Base,Landivisiau,FR,48.5303,-4.15164,348,Europe/Paris,medium_airport
LDY,EGAE,City of Derry Airport,Derry,GB,55.04280090332031,-7.161109924316406,22,Europe/London,medium_airport
LEA,YPLM,Learmonth Airport,Exmouth,AU,-22.235201,114.090024,19,Australia/Perth,medium_airport
LEB,KLEB,Lebanon Municipal Airport,Lebanon,US,43.626098632799994,-72.30419921880001,603,America/New_York,medium_airport
LED,ULLI,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,78,Europe/Moscow,large_airport
LEE,KLEE,Leesburg International Airport,Leesburg,US,28.82309914,-81.80870056,76,America/New_York,medium_airport
LEH,LFOH,Le Havre-Octeville Airport,Le Havre,FR,49.534038,0.088406,313,Europe/Paris,medium_airport
LEI,LEAM,Almería Airport,Almería,ES,36.843899,-2.3701,70,Europe/Madrid,medium_airport
LEJ,EDDP,Leipzig/Halle Airport,Schkeuditz,DE,51.420657,12.232705,465,Europe/Berlin,large_airport
LEN,LELN,León Int'l Airport,La Virgen Del Camino,ES,42.589001,-5.65556,3006,Europe/Madrid,medium_airport
LER,YLST,Leinster Airport,,AU,-27.843299865722656,120.7030029296875,1631,Australia/Perth,medium_airport
LET,SKLT,Alfredo Vásquez Cobo International Airport,Leticia,CO,-4.19355,-69.9432,277,America/Bogota,medium_airport
LEX,KLEX,Blue Grass Airport,Lexington,US,38.036499,-84.605904,979,America/New_York,medium_airport
LEY,EHLE,Lelystad Airport,Lelystad,NL,52.453188,5.514622,-13,Europe/Amsterdam,medium_airport
LFI,KLFI,Langley Air Force Base,Hampton,US,37.082901,-76.360497,11,America/New_York,medium_airport
LFK,KLFK,Angelina County Airport,Lufkin,US,31.2339992523,-94.75,296,America/Chicago,medium_airport
LFM,OISR,Lamerd Airport,Lamerd,IR,27.3727,53.188801,1337,Asia/Tehran,medium_airport
LFQ,ZBLF,Linfen Yaodu Airport,Linfen (Yaodu),CN,36.132629,111.641236,1483,N/A,medium_airport
LFR,SVLF,La Fria Airport,,VE,8.239167,-72.271027,305,America/Caracas,medium_airport
LFT,KLFT,Lafayette Regional Airport,Lafayette,US,30.205299,-91.987602,42,America/Chicago,medium_airport
LFW,DXXX,Lomé–Tokoin International Airport,Lomé,TG,6.16561,1.25451,72,Africa/Lome,medium_airport
LGA,KLGA,LaGuardia Airport,New York,US,40.777199,-73.872597,21,America/New_York,large_airport
LGB,KLGB,Long Beach Airport (Daugherty Field),Long Beach,US,33.816523,-118.149891,60,America/Los_Angeles,medium_airport
LGG,EBLG,Liège Airport,Grâce-Hollogne,BE,50.638574,5.443897,659,Europe/Brussels,medium_airport
LGH,YLEC,Leigh Creek Airport,,AU,-30.598301,138.425995,856,Australia/Adelaide,medium_airport
LGI,MYLD,Deadman's Cay Airport,Deadman's Cay,BS,23.1790008545,-75.09359741210001,9,America/Nassau,medium_airport
LGK,WMKL,Langkawi International Airport,Langkawi,MY,6.329730033874512,99.72869873046875,29,Asia/Kuala_Lumpur,medium_airport
LGR,SCHR,Cochrane Airport,Cochrane,CL,-47.243591,-72.58815,643,America/Santiago,medium_airport
LGS,SAMM,Comodoro D.R. Salomón Airport,Malargue,AR,-35.493599,-69.574303,4685,America/Argentina/Mendoza,medium_airport
LGU,KLGU,Logan-Cache Airport,Logan,US,41.7911987305,-111.851997375,4457,America/Denver,medium_airport
LGW,EGKK,London Gatwick Airport,London,GB,51.148771,-0.192089,202,Europe/London,large_airport
LHA,EDTL,Lahr Airport,Lahr/Schwarzwald,DE,48.369301,7.82772,511,Europe/Berlin,medium_airport
LHE,OPLA,Allama Iqbal International Airport,Lahore,PK,31.521601,74.403603,712,Asia/Karachi,large_airport
LHG,YLRD,Lightning Ridge Airport,,AU,-29.452857,147.977146,540,Australia/Sydney,medium_airport
LHK,ZHGH,Guangzhou MR Air Base / Guanghua Airport,Xiangyang (Laohekou),CN,32.38866,111.69425,,Asia/Shanghai,medium_airport
LHN,,Linhares Municipal Airport,Linhares,BR,-19.355202,-40.07128,138,N/A,medium_airport
LHR,EGLL,London Heathrow Airport,London,GB,51.4706,-0.461941,83,Europe/London,large_airport
LHS,SAVH,Las Heras Airport,Las Heras,AR,-46.538517,-68.965323,1082,America/Argentina/Rio_Gallegos,medium_airport
LHW,ZLLL,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),CN,36.515202,103.620003,6388,Asia/Shanghai,large_airport
LIF,NWWL,Lifou Airport,Lifou,NC,-20.774563,167.239328,92,Pacific/Noumea,medium_airport
LIG,LFBL,Limoges Airport,Limoges/Bellegarde,FR,45.862801,1.17944,1300,Europe/Paris,medium_airport
LIH,PHLI,Lihue Airport,Lihue,US,21.976,-159.339005,153,Pacific/Honolulu,medium_airport
LIL,LFQQ,Lille Airport,Lesquin,FR,50.563332,3.086886,157,Europe/Paris,medium_airport
LIM,SPJC,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,113,America/Lima,large_airport
LIN,LIML,Milano Linate Airport,Segrate (MI),IT,45.445099,9.27674,353,Europe/Rome,medium_airport
LIO,MRLM,Limon International Airport,Puerto Limon,CR,9.95796012878418,-83.02200317382812,7,America/Costa_Rica,medium_airport
LIP,,Lins Airport,Lins,BR,-21.663491,-49.729954,1575,America/Sao_Paulo,medium_airport
LIQ,FZGA,Lisala Airport,Lisala,CD,2.17066,21.496901,1509,Africa/Lubumbashi,medium_airport
LIR,MRLB,Guanacaste Airport,Liberia,CR,10.5933,-85.544403,270,America/Costa_Rica,large_airport
LIS,LPPT,Lisbon Humberto Delgado Airport,Lisbon,PT,38.7813,-9.13592,374,Europe/Lisbon,large_airport
LIT,KLIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,US,34.729582,-92.223728,262,America/Chicago,medium_airport
LIW,VYLK,Loikaw Airport,Loikaw,MM,19.691499710083008,97.21479797363281,2940,Asia/Yangon,medium_airport
LJG,ZPLJ,Lijiang Sanyi International Airport,Lijiang (Gucheng),CN,26.68,100.246002,7359,Asia/Shanghai,medium_airport
LJN,KLBX,Texas Gulf Coast Regional Airport,Angleton,US,29.108601,-95.462097,25,America/Chicago,medium_airport
LJU,LJLJ,Ljubljana Jože Pučnik Airport,Zgornji Brnik,SI,46.223701,14.4576,1273,Europe/Ljubljana,large_airport
LKG,HKLK,Lokichogio Airport,Lokichogio,KE,4.20412,34.348202,2074,Africa/Nairobi,medium_airport
LKL,ENNA,"Lakselv Airport, Banak",Lakselv,NO,70.068802,24.973499,25,Europe/Oslo,medium_airport
LKN,ENLK,Leknes Airport,Leknes,NO,68.152496337891,13.609399795532,78,Europe/Oslo,medium_airport
LKO,VILK,Chaudhary Charan Singh International Airport,Lucknow,IN,26.7605991364,80.8892974854,410,Asia/Kolkata,medium_airport
LKY,HTLM,Lake Manyara Airport,Lake Manyara National Park,TZ,-3.37631,35.818298,4150,Africa/Dar_es_Salaam,medium_airport
LKZ,EGUL,RAF Lakenheath,"Brandon, Suffolk",GB,52.40954,0.561161,32,Europe/London,medium_airport
LLA,ESPA,Luleå Airport,Luleå,SE,65.5438,22.122,65,Europe/Stockholm,medium_airport
LLC,RPLH,Cagayan North International Airport,Lal-lo,PH,18.182388,121.745853,148,N/A,medium_airport
LLF,ZGLG,Yongzhou Lingling Airport,Yongzhou,CN,26.338661,111.610043,340,Asia/Shanghai,medium_airport
LLV,ZBLL,Lüliang Dawu Airport,Lüliang,CN,37.683333,111.142778,,N/A,medium_airport
LLW,FWKI,Kamuzu International Airport,Lumbadzi,MW,-13.7894,33.780998,4035,Africa/Blantyre,medium_airport
LME,LFRM,Le Mans-Arnage Airport,"Le Mans, Sarthe",FR,47.948604,0.201702,194,Europe/Paris,medium_airport
LMM,MMLM,Valle del Fuerte International Airport,Los Mochis,MX,25.685447,-109.081055,16,America/Mazatlan,medium_airport
LMN,WBGJ,Limbang Airport,Limbang,MY,4.808300018310547,115.01000213623047,14,Asia/Kuala_Lumpur,medium_airport
LMO,EGQS,RAF Lossiemouth,Lossiemouth,GB,57.7052001953125,-3.339169979095459,42,Europe/London,medium_airport
LMP,LICD,Lampedusa Airport,Lampedusa,IT,35.497898,12.6181,70,Europe/Rome,medium_airport
LMQ,HLMB,Marsa al Brega Airport,Marsa al Brega,LY,30.378099,19.576401,50,Africa/Tripoli,medium_airport
LMR,FALC,Lime Acres Finsch Mine Airport,Lime Acres,ZA,-28.36009979248047,23.43910026550293,4900,Africa/Johannesburg,medium_airport
LMT,KLMT,Crater Lake-Klamath Regional Airport,Klamath Falls,US,42.156101,-121.733002,4095,America/Los_Angeles,medium_airport
LND,KLND,Hunt Field,Lander,US,42.815201,-108.730003,5586,America/Denver,medium_airport
LNJ,ZPLC,Lincang Boshang Airport,Lincang,CN,23.7381,100.025002,6230,Asia/Shanghai,medium_airport
LNK,KLNK,Lincoln Airport,Lincoln,US,40.85100173950195,-96.75920104980469,1219,America/Chicago,medium_airport
LNL,ZLLN,Longnan Chengzhou Airport,Longnan (Cheng),CN,33.789918,105.790014,3707,Asia/Shanghai,medium_airport
LNO,YLEO,Leonora Airport,Leonora,AU,-28.87809944152832,121.31500244140625,1217,Australia/Perth,medium_airport
LNS,KLNS,Lancaster Airport,Lancaster,US,40.121700286865234,-76.29609680175781,403,America/New_York,medium_airport
LNX,,Smolensk North Airport,Smolensk,RU,54.824,32.025,820,Europe/Moscow,medium_airport
LNY,PHNY,Lanai Airport,Lanai City,US,20.785675,-156.951324,1308,Pacific/Honolulu,medium_airport
LNZ,LOWL,Linz-Hörsching Airport / Vogler Air Base,Linz,AT,48.2332,14.1875,980,Europe/Vienna,medium_airport
LOE,VTUL,Loei Airport,,TH,17.43910026550293,101.72200012207031,860,Asia/Bangkok,medium_airport
LOK,HKLO,Lodwar Airport,Lodwar,KE,3.12197,35.6087,1715,Africa/Nairobi,medium_airport
LOL,KLOL,Derby Field,Lovelock,US,40.0663986206,-118.565002441,3904,America/Los_Angeles,medium_airport
LOO,DAUL,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,DZ,33.7644,2.92834,2510,Africa/Algiers,medium_airport
LOP,WADL,Lombok International Airport,"Mataram (Pujut, Lombok Tengah)",ID,-8.759962,116.278169,319,Asia/Makassar,medium_airport
LOS,DNMM,Murtala Muhammed International Airport,Lagos,NG,6.57737,3.32116,135,Africa/Lagos,large_airport
LOU,KLOU,Bowman Field,Louisville,US,38.2280006409,-85.6636962891,546,America/New_York,medium_airport
LOV,MMMV,Monclova International Airport,Monclova,MX,26.9557,-101.470001,1864,America/Monterrey,medium_airport
LOZ,KLOZ,London-Corbin Airport/Magee Field,London,US,37.0821990967,-84.08489990230001,1212,America/New_York,medium_airport
LPA,GCLP,Gran Canaria Airport,Gran Canaria Island,ES,27.9319,-15.3866,78,Atlantic/Canary,large_airport
LPB,SLLP,El Alto International Airport,La Paz / El Alto,BO,-16.5132999420166,-68.19229888916016,13355,America/La_Paz,medium_airport
LPF,ZUPS,Liupanshui Yuezhao Airport,Liupanshui (Zhongshan),CN,26.609417,104.979,,Asia/Shanghai,medium_airport
LPG,SADL,La Plata Airport,La Plata,AR,-34.9722,-57.8947,72,America/Argentina/Buenos_Aires,medium_airport
LPI,ESSL,Linköping City Airport,Linköping,SE,58.4062004089,15.680500030500001,172,Europe/Stockholm,medium_airport
LPK,UUOL,Lipetsk Airport,Lipetsk,RU,52.70280075073242,39.53779983520508,584,Europe/Moscow,medium_airport
LPL,EGGP,Liverpool John Lennon Airport,Liverpool,GB,53.333599,-2.84972,80,Europe/London,medium_airport
LPP,EFLP,Lappeenranta Airport,Lappeenranta,FI,61.044601,28.144743,349,Europe/Helsinki,medium_airport
LPQ,VLLB,Luang Phabang International Airport,Luang Phabang,LA,19.897300720214844,102.16100311279297,955,Asia/Vientiane,medium_airport
LPT,VTCL,Lampang Airport,,TH,18.27090072631836,99.50420379638672,811,Asia/Bangkok,medium_airport
LPX,EVLA,Liepāja International Airport,Liepāja,LV,56.517502,21.096901,16,Europe/Riga,large_airport
LRD,KLRD,Laredo International Airport,Laredo,US,27.543800354003906,-99.46160125732422,508,America/Chicago,medium_airport
LRE,YLRE,Longreach Airport,Longreach,AU,-23.4342,144.279999,627,Australia/Brisbane,medium_airport
LRF,KLRF,Little Rock Air Force Base,Jacksonville,US,34.916900634799994,-92.14969635010002,311,America/Chicago,medium_airport
LRH,LFBH,La Rochelle Île de Ré Airport,La Rochelle,FR,46.179199,-1.19528,74,Europe/Paris,medium_airport
LRL,DXNG,Niamtougou International Airport,Niamtougou,TG,9.767330169677734,1.091249942779541,1515,Africa/Lome,medium_airport
LRM,MDLR,Casa De Campo International Airport,La Romana,DO,18.452222,-68.911111,213,America/Santo_Domingo,large_airport
LRR,OISL,Lar Airport,Lar,IR,27.6747,54.383301,2641,Asia/Tehran,medium_airport
LRT,LFRH,Lorient South Brittany (Bretagne Sud) Airport,Lorient/Lann/Bihoué,FR,47.760601,-3.44,160,Europe/Paris,medium_airport
LRU,KLRU,Las Cruces International Airport,Las Cruces,US,32.289398,-106.921997,4456,America/Denver,medium_airport
LSC,SCSE,La Florida Airport,La Serena-Coquimbo,CL,-29.916201,-71.199501,481,America/Santiago,medium_airport
LSE,KLSE,La Crosse Regional Airport,La Crosse,US,43.879002,-91.256699,655,America/Chicago,medium_airport
LSF,KLSF,Lawson Army Air Field,Fort Benning,US,32.332546,-84.988003,232,America/New_York,medium_airport
LSH,VYLS,Lashio Airport,Lashio,MM,22.9778995513916,97.752197265625,2450,Asia/Yangon,medium_airport
LSI,EGPB,Sumburgh Airport,"Lerwick, Shetland",GB,59.878899,-1.29556,20,Europe/London,medium_airport
LSL,MRLC,Los Chiles Airport,Los Chiles,CR,11.0353,-84.7061,131,America/Costa_Rica,medium_airport
LSP,SVJC,Josefa Camejo International Airport,Paraguaná,VE,11.780775,-70.151497,75,America/Caracas,medium_airport
LSR,,Alas Leuser Airport,Kutacane,ID,3.391456,97.863726,419,N/A,medium_airport
LST,YMLT,Launceston Airport,Launceston (Western Junction),AU,-41.544935,147.210785,562,Australia/Melbourne,medium_airport
LSV,KLSV,Nellis Air Force Base,Las Vegas,US,36.2361984253,-115.033996582,1870,America/Los_Angeles,medium_airport
LSX,WITL,Lhok Sukon Airport,Lhok Sukon-Sumatra Island,ID,5.06951,97.259201,28,Asia/Jakarta,medium_airport
LSY,YLIS,Lismore Airport,Lismore,AU,-28.830689,153.258419,35,Australia/Sydney,medium_airport
LTA,FATZ,Tzaneen Airport,Tzaneen,ZA,-23.8244,30.3293,1914,Africa/Johannesburg,medium_airport
LTD,HLTD,Ghadames East Airport,Ghadames,LY,30.151699,9.71531,1122,Africa/Tripoli,medium_airport
LTI,ZMAT,Altai Airport,Altai,MN,46.376399993896484,96.22109985351562,7260,Asia/Ulaanbaatar,medium_airport
LTK,OSLK,Hmeimim Air Base,Latakia,SY,35.4011,35.9487,157,Asia/Damascus,medium_airport
LTM,SYLT,Lethem Airport,Lethem,GY,3.37276,-59.789398,351,America/Guyana,medium_airport
LTN,EGGW,London Luton Airport,"Luton, Bedfordshire",GB,51.874699,-0.368333,526,Europe/London,large_airport
LTO,MMLT,Loreto International Airport,Loreto,MX,25.989200592041016,-111.3479995727539,34,America/Mazatlan,medium_airport
LTQ,LFAT,Le Touquet-Côte d'Opale Airport,Le Touquet-Paris-Plage,FR,50.518284,1.621656,36,Europe/Paris,medium_airport
LTS,KLTS,Altus Air Force Base,Altus,US,34.667099,-99.266701,1382,America/Chicago,medium_airport
LTU,VALT,Murod Kond Airport,Latur,IN,18.411501,76.464699,2136,Asia/Kolkata,medium_airport
LTX,,Cotopaxi International Airport,Latacunga,EC,-0.906833,-78.615799,9205,America/Guayaquil,medium_airport
LUD,FYLZ,Luderitz Airport,Luderitz,NA,-26.687400817871094,15.242899894714355,457,Africa/Windhoek,medium_airport
LUF,KLUF,Luke Air Force Base,Glendale,US,33.535,-112.383003,1085,America/Phoenix,medium_airport
LUG,LSZA,Lugano Airport,Agno,CH,46.004299,8.91058,915,Europe/Zurich,medium_airport
LUH,VILD,Ludhiana Airport,,IN,30.854700088500977,75.95259857177734,834,Asia/Kolkata,medium_airport
LUK,KLUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,US,39.102357,-84.418945,483,America/New_York,medium_airport
LUM,ZPMS,Dehong Mangshi Airport,Dehong (Mangshi),CN,24.4011,98.5317,2890,Asia/Shanghai,medium_airport
LUN,FLKK,Kenneth Kaunda International Airport,Lusaka,ZM,-15.330833,28.452722,3779,Africa/Lusaka,large_airport
LUO,FNUE,Luena Airport,Luena,AO,-11.7681,19.897699,4360,Africa/Luanda,medium_airport
LUQ,SAOU,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,AR,-33.273201,-66.3564,2328,America/Argentina/San_Luis,medium_airport
LUR,PALU,Cape Lisburne LRRS Airport,Cape Lisburne,US,68.875099,-166.110001,16,America/Anchorage,medium_airport
LUV,WAPF,Karel Sadsuitubun Airport,Langgur,ID,-5.760278,132.759444,78,Asia/Jayapura,medium_airport
LUW,WAFW,Syukuran Aminuddin Amir Airport,Luwok,ID,-1.035893,122.773934,56,Asia/Makassar,medium_airport
LUX,ELLX,Luxembourg-Findel International Airport,Luxembourg,LU,49.6233333,6.2044444,1234,Europe/Luxembourg,large_airport
LUZ,EPLB,Lublin Airport,Lublin,PL,51.240157,22.713461,633,Europe/Warsaw,medium_airport
LVA,LFOV,Laval-Entrammes Airport,"Laval, Mayenne",FR,48.032208,-0.743999,330,Europe/Paris,medium_airport
LVI,FLHN,Harry Mwanga Nkumbula International Airport,Livingstone,ZM,-17.8218,25.822701,3302,Africa/Lusaka,medium_airport
LVM,KLVM,Mission Field,Livingston,US,45.6994018555,-110.447998047,4660,America/Denver,medium_airport
LVP,OIBV,Lavan Airport,Lavan Airport,IR,26.810742,53.354302,76,Asia/Tehran,medium_airport
LVS,KLVS,Las Vegas Municipal Airport,Las Vegas,US,35.654202,-105.141998,6877,America/Denver,medium_airport
LWB,KLWB,Greenbrier Valley Airport,Lewisburg,US,37.857914,-80.400438,2302,America/New_York,medium_airport
LWM,KLWM,Lawrence Municipal Airport,Lawrence,US,42.717201232899995,-71.1233978271,148,America/New_York,medium_airport
LWN,UDSG,Shirak International Airport,Gyumri,AM,40.750401,43.859299,5000,Asia/Yerevan,medium_airport
LWO,UKLL,Lviv International Airport,Lviv,UA,49.8125,23.9561,1071,Europe/Kyiv,large_airport
LWR,EHLW,Leeuwarden Air Base,Leeuwarden,NL,53.228599548339844,5.760560035705566,3,Europe/Amsterdam,medium_airport
LWS,KLWS,Lewiston Nez Perce County Airport,Lewiston,US,46.3745002746582,-117.01499938964844,1442,America/Los_Angeles,medium_airport
LWT,KLWT,Lewistown Municipal Airport,Lewistown,US,47.048429,-109.466143,4170,America/Denver,medium_airport
LXA,ZULS,Lhasa Gonggar Airport,Shannan (Gonggar),CN,29.298001,90.911951,11713,Asia/Shanghai,medium_airport
LXR,HELX,Luxor International Airport,Luxor,EG,25.671037,32.706451,276,Africa/Cairo,medium_airport
LYA,ZHLY,Luoyang Beijiao Airport,Luoyang (Laocheng),CN,34.7411,112.388,840,Asia/Shanghai,medium_airport
LYB,MWCL,Edward Bodden Little Cayman Airfield,Blossom Village,KY,19.660161,-80.088826,3,America/Cayman,medium_airport
LYC,ESNL,Lycksele Airport,Lycksele,SE,64.548302,18.7162,705,Europe/Stockholm,medium_airport
LYG,ZSLG,Lianyungang Huaguoshan International Airport,Lianyungang,CN,34.41406,119.17899,,Asia/Shanghai,medium_airport
LYH,KLYH,Lynchburg Regional Airport - Preston Glenn Field,Lynchburg,US,37.326698,-79.200401,938,America/New_York,medium_airport
LYI,ZSLY,Linyi Qiyang Airport,Linyi (Hedong),CN,35.052918,118.411828,177,Asia/Shanghai,medium_airport
LYN,LFLY,Lyon Bron Airport,"Chassieu, Lyon",FR,45.727947,4.943991,659,Europe/Paris,medium_airport
LYP,OPFA,Faisalabad International Airport,Faisalabad,PK,31.364999771118164,72.99479675292969,591,Asia/Karachi,medium_airport
LYR,ENSB,"Svalbard Airport, Longyear",Longyearbyen,NO,78.246101379395,15.465600013733,88,Arctic/Longyearbyen,medium_airport
LYS,LFLL,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",FR,45.725996,5.090139,821,Europe/Paris,large_airport
LYU,KELO,Ely Municipal Airport,Ely,US,47.82450104,-91.83070374,1456,America/Chicago,medium_airport
LYX,EGMD,Lydd London Ashford Airport,"Romney Marsh, Kent",GB,50.956246,0.939074,13,Europe/London,medium_airport
LZC,MMLC,Lázaro Cárdenas Airport,Lázaro Cárdenas,MX,18.001672,-102.220316,39,America/Mexico_City,medium_airport
